,Type,Days for shipment (scheduled),Category Name,Customer City,Customer Country,Customer Segment,Customer State,Department Name,Market,Order City,Order Country,Order Item Discount Rate,Order Item Quantity,Sales,Order Region,Order State,Product Name,Shipping Mode,Year,Month
7086,TRANSFER,2,Women's Apparel,Caguas,Puerto Rico,Home Office,PR,Golf,LATAM,Arraiján,Panamá,0.119999997,2,100.0,Central America,Panamá,Nike Men's Dri-FIT Victory Golf Polo,Second Class,2015,2
7087,TRANSFER,2,Trade-In,Caguas,Puerto Rico,Home Office,PR,Outdoors,LATAM,Arraiján,Panamá,0.050000001,3,47.97000122,Central America,Panamá,Glove It Urban Brick Golf Towel,Second Class,2015,2
7088,TRANSFER,2,Accessories,Caguas,Puerto Rico,Home Office,PR,Outdoors,LATAM,Arraiján,Panamá,0.01,3,74.97000122,Central America,Panamá,Team Golf San Francisco Giants Putter Grip,Second Class,2015,2
7089,DEBIT,4,Cleats,Tulare,EE. UU.,Home Office,CA,Apparel,LATAM,Arraiján,Panamá,0.150000006,2,119.9800034,Central America,Panamá,Perfect Fitness Perfect Rip Deck,Standard Class,2015,2
7093,PAYMENT,1,Water Sports,Aurora,EE. UU.,Consumer,CO,Fan Shop,LATAM,Cárdenas,Cuba,0.039999999,1,199.9900055,Caribbean,Matanzas,Pelican Sunstream 100 Kayak,First Class,2015,2
7092,PAYMENT,1,Men's Footwear,Aurora,EE. UU.,Consumer,CO,Apparel,LATAM,Cárdenas,Cuba,0.02,1,129.9900055,Caribbean,Matanzas,Nike Men's CJ Elite 2 TD Football Cleat,First Class,2015,2
7091,PAYMENT,1,Baseball & Softball,Aurora,EE. UU.,Consumer,CO,Fitness,LATAM,Cárdenas,Cuba,0.100000001,2,69.98000336,Caribbean,Matanzas,adidas Kids' F5 Messi FG Soccer Cleat,First Class,2015,2
7090,PAYMENT,1,Cleats,Aurora,EE. UU.,Consumer,CO,Apparel,LATAM,Cárdenas,Cuba,0.180000007,1,59.99000168,Caribbean,Matanzas,Perfect Fitness Perfect Rip Deck,First Class,2015,2
7094,DEBIT,4,Fishing,Buffalo,EE. UU.,Corporate,NY,Fan Shop,LATAM,Querétaro,México,0.039999999,1,399.980011,Central America,Querétaro,Field & Stream Sportsman 16 Gun Fire Safe,Standard Class,2015,2
7095,DEBIT,0,Shop By Sport,Manati,Puerto Rico,Consumer,PR,Golf,LATAM,Escuintla,Guatemala,0.050000001,1,39.99000168,Central America,Escuintla,Under Armour Girls' Toddler Spine Surge Runni,Same Day,2015,2
7096,TRANSFER,0,Men's Footwear,Long Beach,EE. UU.,Consumer,CA,Apparel,LATAM,Escuintla,Guatemala,0.01,1,129.9900055,Central America,Escuintla,Nike Men's CJ Elite 2 TD Football Cleat,Same Day,2015,2
7097,DEBIT,2,Men's Footwear,Caguas,Puerto Rico,Consumer,PR,Apparel,LATAM,Escuintla,Guatemala,0.0,1,129.9900055,Central America,Escuintla,Nike Men's CJ Elite 2 TD Football Cleat,Second Class,2015,2
7098,DEBIT,2,Golf Balls,Caguas,Puerto Rico,Consumer,PR,Outdoors,LATAM,Escuintla,Guatemala,0.039999999,5,74.94999695,Central America,Escuintla,Hirzl Women's Hybrid Golf Glove,Second Class,2015,2
7099,DEBIT,2,Water Sports,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Escuintla,Guatemala,0.029999999,1,199.9900055,Central America,Escuintla,Pelican Sunstream 100 Kayak,Second Class,2015,2
7100,PAYMENT,2,Men's Footwear,Honolulu,EE. UU.,Home Office,HI,Apparel,LATAM,São Benedito,Brasil,0.25,1,129.9900055,South America,Ceará,Nike Men's CJ Elite 2 TD Football Cleat,Second Class,2015,2
7101,PAYMENT,2,Men's Footwear,Honolulu,EE. UU.,Home Office,HI,Apparel,LATAM,São Benedito,Brasil,0.200000003,1,129.9900055,South America,Ceará,Nike Men's CJ Elite 2 TD Football Cleat,Second Class,2015,2
7102,PAYMENT,2,Indoor/Outdoor Games,Honolulu,EE. UU.,Home Office,HI,Fan Shop,LATAM,São Benedito,Brasil,0.01,1,49.97999954,South America,Ceará,O'Brien Men's Neoprene Life Vest,Second Class,2015,2
7103,PAYMENT,2,Indoor/Outdoor Games,Honolulu,EE. UU.,Home Office,HI,Fan Shop,LATAM,São Benedito,Brasil,0.02,1,49.97999954,South America,Ceará,O'Brien Men's Neoprene Life Vest,Second Class,2015,2
7106,TRANSFER,2,Indoor/Outdoor Games,Baltimore,EE. UU.,Consumer,MD,Fan Shop,LATAM,Maracaibo,Venezuela,0.25,2,99.95999908,South America,Zulia,O'Brien Men's Neoprene Life Vest,Second Class,2015,2
7107,TRANSFER,2,Women's Apparel,Baltimore,EE. UU.,Consumer,MD,Golf,LATAM,Maracaibo,Venezuela,0.170000002,4,200.0,South America,Zulia,Nike Men's Dri-FIT Victory Golf Polo,Second Class,2015,2
7105,TRANSFER,2,Cardio Equipment,Baltimore,EE. UU.,Consumer,MD,Footwear,LATAM,Maracaibo,Venezuela,0.059999999,4,399.9599915,South America,Zulia,Nike Men's Free 5.0+ Running Shoe,Second Class,2015,2
7104,TRANSFER,2,Electronics,Baltimore,EE. UU.,Consumer,MD,Footwear,LATAM,Maracaibo,Venezuela,0.039999999,1,27.98999977,South America,Zulia,Under Armour Kids' Mercenary Slide,Second Class,2015,2
7108,DEBIT,2,Men's Footwear,Mayaguez,Puerto Rico,Consumer,PR,Apparel,LATAM,Maracaibo,Venezuela,0.180000007,1,129.9900055,South America,Zulia,Nike Men's CJ Elite 2 TD Football Cleat,Second Class,2015,2
7109,DEBIT,2,Women's Apparel,Mayaguez,Puerto Rico,Consumer,PR,Golf,LATAM,Maracaibo,Venezuela,0.100000001,2,100.0,South America,Zulia,Nike Men's Dri-FIT Victory Golf Polo,Second Class,2015,2
7110,TRANSFER,2,Cleats,Jersey City,EE. UU.,Home Office,NJ,Apparel,LATAM,Maracaibo,Venezuela,0.100000001,3,179.9700012,South America,Zulia,Perfect Fitness Perfect Rip Deck,Second Class,2015,2
7111,TRANSFER,2,Men's Footwear,Jersey City,EE. UU.,Home Office,NJ,Apparel,LATAM,Maracaibo,Venezuela,0.170000002,1,129.9900055,South America,Zulia,Nike Men's CJ Elite 2 TD Football Cleat,Second Class,2015,2
7112,TRANSFER,2,Camping & Hiking,Jersey City,EE. UU.,Home Office,NJ,Fan Shop,LATAM,Maracaibo,Venezuela,0.150000006,1,299.980011,South America,Zulia,Diamondback Women's Serene Classic Comfort Bi,Second Class,2015,2
7113,TRANSFER,2,Shop By Sport,Jersey City,EE. UU.,Home Office,NJ,Golf,LATAM,Maracaibo,Venezuela,0.029999999,1,39.99000168,South America,Zulia,Under Armour Girls' Toddler Spine Surge Runni,Second Class,2015,2
7114,TRANSFER,2,Shop By Sport,Jersey City,EE. UU.,Home Office,NJ,Golf,LATAM,Maracaibo,Venezuela,0.039999999,1,39.99000168,South America,Zulia,Under Armour Girls' Toddler Spine Surge Runni,Second Class,2015,2
7115,DEBIT,2,Men's Footwear,Caguas,Puerto Rico,Corporate,PR,Apparel,LATAM,Maracaibo,Venezuela,0.159999996,1,129.9900055,South America,Zulia,Nike Men's CJ Elite 2 TD Football Cleat,Second Class,2015,2
7116,DEBIT,2,Shop By Sport,Caguas,Puerto Rico,Corporate,PR,Golf,LATAM,Maracaibo,Venezuela,0.07,3,119.9700012,South America,Zulia,Under Armour Girls' Toddler Spine Surge Runni,Second Class,2015,2
7117,DEBIT,2,Cardio Equipment,Caguas,Puerto Rico,Corporate,PR,Footwear,LATAM,Maracaibo,Venezuela,0.159999996,1,99.98999786,South America,Zulia,Nike Men's Free 5.0+ Running Shoe,Second Class,2015,2
7118,DEBIT,2,Girls' Apparel,Caguas,Puerto Rico,Corporate,PR,Golf,LATAM,Maracaibo,Venezuela,0.07,4,159.9600067,South America,Zulia,TYR Boys' Team Digi Jammer,Second Class,2015,2
7119,DEBIT,2,Camping & Hiking,Caguas,Puerto Rico,Corporate,PR,Fan Shop,LATAM,Maracaibo,Venezuela,0.129999995,1,299.980011,South America,Zulia,Diamondback Women's Serene Classic Comfort Bi,Second Class,2015,2
7121,DEBIT,1,Cleats,Caguas,Puerto Rico,Consumer,PR,Apparel,LATAM,Baní,República Dominicana,0.090000004,3,179.9700012,Caribbean,Peravia,Perfect Fitness Perfect Rip Deck,First Class,2015,2
7124,DEBIT,1,Men's Footwear,Caguas,Puerto Rico,Consumer,PR,Apparel,LATAM,Baní,República Dominicana,0.150000006,1,129.9900055,Caribbean,Peravia,Nike Men's CJ Elite 2 TD Football Cleat,First Class,2015,2
7123,DEBIT,1,Water Sports,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Baní,República Dominicana,0.02,1,199.9900055,Caribbean,Peravia,Pelican Sunstream 100 Kayak,First Class,2015,2
7120,DEBIT,1,Cleats,Caguas,Puerto Rico,Consumer,PR,Apparel,LATAM,Baní,República Dominicana,0.059999999,5,299.9500122,Caribbean,Peravia,Perfect Fitness Perfect Rip Deck,First Class,2015,2
7122,DEBIT,1,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,Baní,República Dominicana,0.039999999,1,50.0,Caribbean,Peravia,Nike Men's Dri-FIT Victory Golf Polo,First Class,2015,2
7125,TRANSFER,1,Accessories,Caguas,Puerto Rico,Consumer,PR,Outdoors,LATAM,San Pedro Sula,Honduras,0.02,5,124.9499969,Central America,Cortés,Team Golf Tennessee Volunteers Putter Grip,First Class,2015,2
7126,TRANSFER,1,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,San Pedro Sula,Honduras,0.119999997,1,299.980011,Central America,Cortés,Diamondback Women's Serene Classic Comfort Bi,First Class,2015,2
7127,TRANSFER,1,Boxing & MMA,Caguas,Puerto Rico,Consumer,PR,Footwear,LATAM,San Pedro Sula,Honduras,0.090000004,4,219.8800049,Central America,Cortés,Under Armour Women's Micro G Skulpt Running S,First Class,2015,2
7128,TRANSFER,1,Shop By Sport,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,San Pedro Sula,Honduras,0.059999999,3,119.9700012,Central America,Cortés,Under Armour Girls' Toddler Spine Surge Runni,First Class,2015,2
7129,TRANSFER,1,Camping & Hiking,Las Vegas,EE. UU.,Consumer,NV,Fan Shop,LATAM,Santo Domingo,República Dominicana,0.100000001,1,299.980011,Caribbean,Santo Domingo,Diamondback Women's Serene Classic Comfort Bi,First Class,2015,2
7130,TRANSFER,1,Fishing,Las Vegas,EE. UU.,Consumer,NV,Fan Shop,LATAM,Santo Domingo,República Dominicana,0.029999999,1,399.980011,Caribbean,Santo Domingo,Field & Stream Sportsman 16 Gun Fire Safe,First Class,2015,2
7131,TRANSFER,1,Women's Apparel,Las Vegas,EE. UU.,Consumer,NV,Golf,LATAM,Santo Domingo,República Dominicana,0.159999996,4,200.0,Caribbean,Santo Domingo,Nike Men's Dri-FIT Victory Golf Polo,First Class,2015,2
7132,DEBIT,1,Cardio Equipment,Caguas,Puerto Rico,Home Office,PR,Footwear,LATAM,Santo Domingo,República Dominicana,0.039999999,5,499.9500122,Caribbean,Santo Domingo,Nike Men's Free 5.0+ Running Shoe,First Class,2015,2
7133,DEBIT,1,Cleats,Caguas,Puerto Rico,Home Office,PR,Apparel,LATAM,Santo Domingo,República Dominicana,0.170000002,1,59.99000168,Caribbean,Santo Domingo,Perfect Fitness Perfect Rip Deck,First Class,2015,2
7134,TRANSFER,4,Men's Footwear,Beloit,EE. UU.,Home Office,WI,Apparel,LATAM,Santo Domingo,República Dominicana,0.129999995,1,129.9900055,Caribbean,Santo Domingo,Nike Men's CJ Elite 2 TD Football Cleat,Standard Class,2015,2
7135,TRANSFER,4,Cardio Equipment,Beloit,EE. UU.,Home Office,WI,Footwear,LATAM,Santo Domingo,República Dominicana,0.200000003,3,299.9700012,Caribbean,Santo Domingo,Nike Men's Free 5.0+ Running Shoe,Standard Class,2015,2
7137,DEBIT,4,Men's Footwear,Caguas,Puerto Rico,Corporate,PR,Apparel,LATAM,Santo Domingo,República Dominicana,0.119999997,1,129.9900055,Caribbean,Santo Domingo,Nike Men's CJ Elite 2 TD Football Cleat,Standard Class,2015,2
7136,DEBIT,4,Shop By Sport,Caguas,Puerto Rico,Corporate,PR,Golf,LATAM,Santo Domingo,República Dominicana,0.059999999,4,159.9600067,Caribbean,Santo Domingo,Under Armour Girls' Toddler Spine Surge Runni,Standard Class,2015,2
7138,TRANSFER,4,Girls' Apparel,Antioch,EE. UU.,Home Office,CA,Golf,LATAM,Buenos Aires,Argentina,0.050000001,3,119.9700012,South America,Buenos Aires,TYR Boys' Team Digi Jammer,Standard Class,2015,2
7139,PAYMENT,4,Women's Apparel,El Paso,EE. UU.,Corporate,TX,Golf,LATAM,Buenos Aires,Argentina,0.029999999,1,50.0,South America,Buenos Aires,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,2
7140,PAYMENT,4,Cardio Equipment,El Paso,EE. UU.,Corporate,TX,Footwear,LATAM,Buenos Aires,Argentina,0.050000001,4,399.9599915,South America,Buenos Aires,Nike Men's Free 5.0+ Running Shoe,Standard Class,2015,2
7141,PAYMENT,4,Men's Footwear,El Paso,EE. UU.,Corporate,TX,Apparel,LATAM,Buenos Aires,Argentina,0.100000001,1,129.9900055,South America,Buenos Aires,Nike Men's CJ Elite 2 TD Football Cleat,Standard Class,2015,2
7142,PAYMENT,4,Electronics,El Paso,EE. UU.,Corporate,TX,Outdoors,LATAM,Buenos Aires,Argentina,0.25,3,143.9700012,South America,Buenos Aires,Titleist Pro V1x High Numbers Golf Balls,Standard Class,2015,2
7143,PAYMENT,4,Cleats,South Richmond Hill,EE. UU.,Home Office,NY,Apparel,LATAM,Buenos Aires,Argentina,0.129999995,2,119.9800034,South America,Buenos Aires,Perfect Fitness Perfect Rip Deck,Standard Class,2015,2
7144,PAYMENT,4,Cleats,South Richmond Hill,EE. UU.,Home Office,NY,Apparel,LATAM,Buenos Aires,Argentina,0.180000007,4,239.9600067,South America,Buenos Aires,Perfect Fitness Perfect Rip Deck,Standard Class,2015,2
7145,PAYMENT,4,Men's Footwear,South Richmond Hill,EE. UU.,Home Office,NY,Apparel,LATAM,Buenos Aires,Argentina,0.090000004,1,129.9900055,South America,Buenos Aires,Nike Men's CJ Elite 2 TD Football Cleat,Standard Class,2015,2
7146,PAYMENT,4,Golf Shoes,South Richmond Hill,EE. UU.,Home Office,NY,Outdoors,LATAM,Buenos Aires,Argentina,0.200000003,2,130.0,South America,Buenos Aires,LIJA Women's Eyelet Sleeveless Golf Polo,Standard Class,2015,2
7147,DEBIT,4,Shop By Sport,Lancaster,EE. UU.,Home Office,CA,Golf,LATAM,Santo Domingo,República Dominicana,0.039999999,3,119.9700012,Caribbean,Santo Domingo,Under Armour Girls' Toddler Spine Surge Runni,Standard Class,2015,2
7148,DEBIT,4,Camping & Hiking,Lakewood,EE. UU.,Corporate,NJ,Fan Shop,LATAM,Puerto Vallarta,México,0.090000004,1,299.980011,Central America,Jalisco,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,2
7149,DEBIT,4,Accessories,Lakewood,EE. UU.,Corporate,NJ,Outdoors,LATAM,Puerto Vallarta,México,0.0,2,49.97999954,Central America,Jalisco,Team Golf San Francisco Giants Putter Grip,Standard Class,2015,2
7150,DEBIT,4,Cleats,Lakewood,EE. UU.,Corporate,NJ,Apparel,LATAM,Puerto Vallarta,México,0.07,3,179.9700012,Central America,Jalisco,Perfect Fitness Perfect Rip Deck,Standard Class,2015,2
7153,TRANSFER,4,Cleats,Ann Arbor,EE. UU.,Consumer,MI,Apparel,LATAM,Puerto Vallarta,México,0.170000002,4,239.9600067,Central America,Jalisco,Perfect Fitness Perfect Rip Deck,Standard Class,2015,2
7151,TRANSFER,4,Cleats,Ann Arbor,EE. UU.,Consumer,MI,Apparel,LATAM,Puerto Vallarta,México,0.050000001,5,299.9500122,Central America,Jalisco,Perfect Fitness Perfect Rip Deck,Standard Class,2015,2
7152,TRANSFER,4,Women's Apparel,Ann Arbor,EE. UU.,Consumer,MI,Golf,LATAM,Puerto Vallarta,México,0.119999997,5,250.0,Central America,Jalisco,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,2
7154,TRANSFER,4,Cleats,Wayne,EE. UU.,Consumer,NJ,Apparel,LATAM,Lima,Perú,0.150000006,4,239.9600067,South America,Lima (ciudad),Perfect Fitness Perfect Rip Deck,Standard Class,2015,2
7155,TRANSFER,4,Camping & Hiking,Wayne,EE. UU.,Consumer,NJ,Fan Shop,LATAM,Lima,Perú,0.07,1,299.980011,South America,Lima (ciudad),Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,2
7156,TRANSFER,4,Cleats,Wayne,EE. UU.,Consumer,NJ,Apparel,LATAM,Lima,Perú,0.159999996,4,239.9600067,South America,Lima (ciudad),Perfect Fitness Perfect Rip Deck,Standard Class,2015,2
7157,TRANSFER,4,Cleats,Wayne,EE. UU.,Consumer,NJ,Apparel,LATAM,Lima,Perú,0.159999996,1,59.99000168,South America,Lima (ciudad),Perfect Fitness Perfect Rip Deck,Standard Class,2015,2
7158,PAYMENT,1,Fishing,Crown Point,EE. UU.,Home Office,IN,Fan Shop,LATAM,Lima,Perú,0.02,1,399.980011,South America,Lima (ciudad),Field & Stream Sportsman 16 Gun Fire Safe,First Class,2015,2
7159,TRANSFER,1,Cleats,Caguas,Puerto Rico,Corporate,PR,Apparel,LATAM,Lima,Perú,0.039999999,5,299.9500122,South America,Lima (ciudad),Perfect Fitness Perfect Rip Deck,First Class,2015,2
7160,TRANSFER,1,Fishing,Caguas,Puerto Rico,Corporate,PR,Fan Shop,LATAM,Lima,Perú,0.01,1,399.980011,South America,Lima (ciudad),Field & Stream Sportsman 16 Gun Fire Safe,First Class,2015,2
7161,PAYMENT,2,Women's Apparel,Aurora,EE. UU.,Corporate,CO,Golf,LATAM,Novo Cruzeiro,Brasil,0.150000006,4,200.0,South America,Minas Gerais,Nike Men's Dri-FIT Victory Golf Polo,Second Class,2015,2
7162,PAYMENT,2,Women's Apparel,Aurora,EE. UU.,Corporate,CO,Golf,LATAM,Novo Cruzeiro,Brasil,0.090000004,2,100.0,South America,Minas Gerais,Nike Men's Dri-FIT Victory Golf Polo,Second Class,2015,2
7163,PAYMENT,2,Women's Apparel,Aurora,EE. UU.,Corporate,CO,Golf,LATAM,Novo Cruzeiro,Brasil,0.02,3,150.0,South America,Minas Gerais,Nike Men's Dri-FIT Victory Golf Polo,Second Class,2015,2
7164,PAYMENT,4,Men's Footwear,Panorama City,EE. UU.,Consumer,CA,Apparel,LATAM,Novo Cruzeiro,Brasil,0.07,1,129.9900055,South America,Minas Gerais,Nike Men's CJ Elite 2 TD Football Cleat,Standard Class,2015,2
7168,DEBIT,2,Women's Apparel,Del Rio,EE. UU.,Corporate,TX,Golf,LATAM,Quevedo,Ecuador,0.100000001,5,250.0,South America,Los Ríos,Nike Men's Dri-FIT Victory Golf Polo,Second Class,2015,2
7167,DEBIT,2,Cleats,Del Rio,EE. UU.,Corporate,TX,Apparel,LATAM,Quevedo,Ecuador,0.059999999,3,179.9700012,South America,Los Ríos,Perfect Fitness Perfect Rip Deck,Second Class,2015,2
7165,DEBIT,2,Fishing,Del Rio,EE. UU.,Corporate,TX,Fan Shop,LATAM,Quevedo,Ecuador,0.0,1,399.980011,South America,Los Ríos,Field & Stream Sportsman 16 Gun Fire Safe,Second Class,2015,2
7166,DEBIT,2,Men's Footwear,Del Rio,EE. UU.,Corporate,TX,Apparel,LATAM,Quevedo,Ecuador,0.059999999,1,129.9900055,South America,Los Ríos,Nike Men's CJ Elite 2 TD Football Cleat,Second Class,2015,2
7169,PAYMENT,2,Fishing,Long Beach,EE. UU.,Consumer,CA,Fan Shop,LATAM,Guantánamo,Cuba,0.25,1,399.980011,Caribbean,Guantánamo,Field & Stream Sportsman 16 Gun Fire Safe,Second Class,2015,2
7170,CASH,2,Women's Apparel,Philadelphia,EE. UU.,Consumer,PA,Golf,LATAM,Granada,Nicaragua,0.02,1,50.0,Central America,Granada,Nike Men's Dri-FIT Victory Golf Polo,Second Class,2015,2
7171,DEBIT,4,Camping & Hiking,Stockton,EE. UU.,Consumer,CA,Fan Shop,LATAM,Managua,Nicaragua,0.059999999,1,299.980011,Central America,Managua,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,2
7172,DEBIT,4,Men's Footwear,Stockton,EE. UU.,Consumer,CA,Apparel,LATAM,Managua,Nicaragua,0.050000001,1,129.9900055,Central America,Managua,Nike Men's CJ Elite 2 TD Football Cleat,Standard Class,2015,2
7173,DEBIT,4,Women's Apparel,Stockton,EE. UU.,Consumer,CA,Golf,LATAM,Managua,Nicaragua,0.07,2,100.0,Central America,Managua,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,2
7174,TRANSFER,4,Hockey,Garland,EE. UU.,Corporate,TX,Fitness,LATAM,Santa Clara,Cuba,0.180000007,4,88.0,Caribbean,Villa Clara,Nike Dri-FIT Crew Sock 6 Pack,Standard Class,2015,2
7175,TRANSFER,4,Indoor/Outdoor Games,Garland,EE. UU.,Corporate,TX,Fan Shop,LATAM,Santa Clara,Cuba,0.02,5,249.8999939,Caribbean,Villa Clara,O'Brien Men's Neoprene Life Vest,Standard Class,2015,2
7176,TRANSFER,4,Men's Footwear,Garland,EE. UU.,Corporate,TX,Apparel,LATAM,Santa Clara,Cuba,0.039999999,1,129.9900055,Caribbean,Villa Clara,Nike Men's CJ Elite 2 TD Football Cleat,Standard Class,2015,2
7177,TRANSFER,4,Electronics,Garland,EE. UU.,Corporate,TX,Outdoors,LATAM,Santa Clara,Cuba,0.150000006,3,155.9700012,Caribbean,Villa Clara,Titleist Pro V1 High Numbers Personalized Gol,Standard Class,2015,2
7178,PAYMENT,4,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,Viña del Mar,Chile,0.01,1,50.0,South America,Valparaíso,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,2
7180,CASH,4,Camping & Hiking,Hesperia,EE. UU.,Consumer,CA,Fan Shop,LATAM,Viña del Mar,Chile,0.050000001,1,299.980011,South America,Valparaíso,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,2
7179,CASH,4,Men's Footwear,Hesperia,EE. UU.,Consumer,CA,Apparel,LATAM,Viña del Mar,Chile,0.029999999,1,129.9900055,South America,Valparaíso,Nike Men's CJ Elite 2 TD Football Cleat,Standard Class,2015,2
7184,TRANSFER,4,Women's Apparel,Aurora,EE. UU.,Consumer,IL,Golf,LATAM,Guadalajara,México,0.059999999,2,100.0,Central America,Jalisco,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,2
7183,TRANSFER,4,Men's Footwear,Aurora,EE. UU.,Consumer,IL,Apparel,LATAM,Guadalajara,México,0.02,1,129.9900055,Central America,Jalisco,Nike Men's CJ Elite 2 TD Football Cleat,Standard Class,2015,2
7181,TRANSFER,4,Camping & Hiking,Aurora,EE. UU.,Consumer,IL,Fan Shop,LATAM,Guadalajara,México,0.039999999,1,299.980011,Central America,Jalisco,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,2
7182,TRANSFER,4,Shop By Sport,Aurora,EE. UU.,Consumer,IL,Golf,LATAM,Guadalajara,México,0.02,1,39.99000168,Central America,Jalisco,Under Armour Girls' Toddler Spine Surge Runni,Standard Class,2015,2
7185,DEBIT,4,Water Sports,Colorado Springs,EE. UU.,Corporate,CO,Fan Shop,LATAM,Chinautla,Guatemala,0.01,1,199.9900055,Central America,Guatemala,Pelican Sunstream 100 Kayak,Standard Class,2015,2
7186,DEBIT,4,Women's Apparel,Colorado Springs,EE. UU.,Corporate,CO,Golf,LATAM,Chinautla,Guatemala,0.0,1,50.0,Central America,Guatemala,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,2
7187,DEBIT,4,Shop By Sport,Colorado Springs,EE. UU.,Corporate,CO,Golf,LATAM,Chinautla,Guatemala,0.07,2,79.98000336,Central America,Guatemala,Under Armour Girls' Toddler Spine Surge Runni,Standard Class,2015,2
7188,DEBIT,4,Women's Apparel,Colorado Springs,EE. UU.,Corporate,CO,Golf,LATAM,Chinautla,Guatemala,0.050000001,2,100.0,Central America,Guatemala,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,2
7189,TRANSFER,4,Men's Footwear,New York,EE. UU.,Corporate,NY,Apparel,LATAM,Garza García,México,0.01,1,129.9900055,Central America,Nuevo León,Nike Men's CJ Elite 2 TD Football Cleat,Standard Class,2015,2
7190,TRANSFER,4,Shop By Sport,New York,EE. UU.,Corporate,NY,Golf,LATAM,Garza García,México,0.150000006,5,199.9499969,Central America,Nuevo León,Under Armour Girls' Toddler Spine Surge Runni,Standard Class,2015,2
7191,DEBIT,0,Hunting & Shooting,El Paso,EE. UU.,Corporate,TX,Fan Shop,LATAM,Mexico City,México,0.100000001,5,149.9499969,Central America,Distrito Federal,ENO Atlas Hammock Straps,Same Day,2015,2
7192,DEBIT,0,Fishing,Denver,EE. UU.,Home Office,CO,Fan Shop,LATAM,Mexico City,México,0.200000003,1,399.980011,Central America,Distrito Federal,Field & Stream Sportsman 16 Gun Fire Safe,Same Day,2015,2
7197,TRANSFER,0,Cardio Equipment,Caguas,Puerto Rico,Home Office,PR,Footwear,LATAM,Cagua,Venezuela,0.039999999,4,399.9599915,South America,Aragua,Nike Men's Free 5.0+ Running Shoe,Same Day,2015,2
7195,TRANSFER,0,Indoor/Outdoor Games,Caguas,Puerto Rico,Home Office,PR,Fan Shop,LATAM,Cagua,Venezuela,0.01,5,249.8999939,South America,Aragua,O'Brien Men's Neoprene Life Vest,Same Day,2015,2
7196,TRANSFER,0,Men's Footwear,Caguas,Puerto Rico,Home Office,PR,Apparel,LATAM,Cagua,Venezuela,0.0,1,129.9900055,South America,Aragua,Nike Men's CJ Elite 2 TD Football Cleat,Same Day,2015,2
7194,TRANSFER,0,Men's Footwear,Caguas,Puerto Rico,Home Office,PR,Apparel,LATAM,Cagua,Venezuela,0.25,1,129.9900055,South America,Aragua,Nike Men's CJ Elite 2 TD Football Cleat,Same Day,2015,2
7193,TRANSFER,0,Cardio Equipment,Caguas,Puerto Rico,Home Office,PR,Footwear,LATAM,Cagua,Venezuela,0.150000006,1,99.98999786,South America,Aragua,Nike Men's Free 5.0+ Running Shoe,Same Day,2015,2
7198,TRANSFER,2,Lacrosse,Caguas,Puerto Rico,Consumer,PR,Fitness,LATAM,Cagua,Venezuela,0.0,3,74.97000122,South America,Aragua,Under Armour Men's Tech II T-Shirt,Second Class,2015,2
7199,DEBIT,4,Cardio Equipment,Caguas,Puerto Rico,Corporate,PR,Footwear,LATAM,Cagua,Venezuela,0.029999999,5,499.9500122,South America,Aragua,Nike Men's Free 5.0+ Running Shoe,Standard Class,2015,2
7200,PAYMENT,4,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,Pinar del Río,Cuba,0.129999995,4,200.0,Caribbean,Pinar del Río,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,2
7201,PAYMENT,4,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,Pinar del Río,Cuba,0.090000004,5,250.0,Caribbean,Pinar del Río,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,2
7202,CASH,4,Indoor/Outdoor Games,Billings,EE. UU.,Corporate,MT,Fan Shop,LATAM,Pinar del Río,Cuba,0.25,1,49.97999954,Caribbean,Pinar del Río,O'Brien Men's Neoprene Life Vest,Standard Class,2015,2
7203,DEBIT,2,Cardio Equipment,Caguas,Puerto Rico,Corporate,PR,Footwear,LATAM,Pinar del Río,Cuba,0.180000007,2,199.9799957,Caribbean,Pinar del Río,Nike Men's Free 5.0+ Running Shoe,Second Class,2015,2
